baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C3126677	84.3546646959342	-1.24089248610064	0.353734853973643	-3.50797347833045	0.000451534062444183	0.0166657117593035
C3127615	16.8998142028727	-1.74516582257211	0.555392632226047	-3.14221997432228	0.00167672013162699	0.0369289999643264
C3127639	138.139404462103	0.762023299274081	0.213974812500606	3.56127569581079	0.000369057314125456	0.0147477627495015
C3127675	94.3349642695885	-0.7070937616837	0.222403190546272	-3.17933281418725	0.0014761449609834	0.0342729032880093
C3127947	90.1755936562091	-2.06838330432902	0.311042962114703	-6.64983155467206	2.93428640006477e-11	3.72287587008218e-08
C3129157	192.094667136962	-1.22555013763858	0.359521124837956	-3.40884040733617	0.0006523963387444	0.0207704750224818
C3129331	180.387228903751	-0.948333843879108	0.261113919366434	-3.63187778797907	0.000281366372391987	0.0121011384736384
C3130003	182.310126237466	0.70330191871617	0.230281016665326	3.05410289089656	0.00225734646305826	0.0452760075063605
C3130097	198.76303647212	-0.752013792015293	0.200215189659159	-3.75602766850757	0.000172631616439328	0.00875125540367395
C3130469	115.939493425852	-1.71113844612053	0.283058661359749	-6.04517253738363	1.49250194660632e-09	1.1652995967734e-06
C3131613	69.4164255756396	-0.857984648931954	0.252448900613259	-3.3986468027696	0.000677201084898749	0.0211495108052994
C3131729	263.178631845863	-0.847735648793196	0.249880370371645	-3.39256600081217	0.000692412487534103	0.0214267888672901
C3131805	259.863877993938	-1.33873153219769	0.247674812961778	-5.40519851893169	6.47366524926345e-08	2.85685662087061e-05
C3132521	141.344357079184	0.680655536920606	0.210034212917456	3.24068887380794	0.00119241249780911	0.03111307674232
C3132891	611.609748141117	-0.60551401585926	0.167179934508552	-3.62192997406807	0.000292413284927236	0.0122768231859211
C3133027	59.9055873866472	-1.03583975266063	0.289581702676207	-3.5770207270963	0.000347532626438546	0.0140536101926344
C3133069	5111.38877822544	-0.804727917350717	0.171127066630273	-4.70251686771072	2.56973982824216e-06	0.000442082360282338
C3133283	52.9396893452624	-1.16069451195224	0.315537925842451	-3.67846276752094	0.0002346439358323	0.0110260923550826
C3133473	42.9766929308635	-1.22428415778076	0.338044188735945	-3.62166899646684	0.000292708493693882	0.0122768231859211
C3134141	194.313247895013	-2.00950229263344	0.245317772375577	-8.19142564835019	2.58149873160151e-16	2.62022121257554e-12
C3134691	145.324831198113	0.619676998429627	0.202111496556513	3.06601558539426	0.00216932006853682	0.0438617503897384
C3134835	39.6531864982099	-0.933582319092082	0.300468340898528	-3.10709047182899	0.00188938566112111	0.0402039087219691
C3136380	2609.39680714659	-0.734420920927871	0.224462828755493	-3.2719044173139	0.00106825684799034	0.0285337026502683
C3136780	192.41775271699	1.04699160102941	0.323274483526293	3.2387078299802	0.00120072504983713	0.0311830531909614
C3137218	192.038142042732	2.09598354493826	0.660241535192102	3.17457087023223	0.00150058241589438	0.0344486599200299
C3137738	4991.99736559841	-0.527892686039459	0.151291268699758	-3.48924753276461	0.000484382377090435	0.017371747041316
C3137984	76.2364787166099	-1.50078930624901	0.39080140418898	-3.84028637093452	0.000122890872482824	0.00692967975389256
C3138778	200.224251027741	0.819666043457858	0.241949140820557	3.38776174479482	0.000704654463152145	0.0215555352319497
C3139298	15.9806814877439	-2.17952615076023	0.482757465906789	-4.51474354035376	6.33934340080775e-06	0.000861777723838891
C3139628	19.8501693054471	1.67816846233028	0.534087221846137	3.14212434540091	0.00167726788015315	0.0369289999643264
C3139946	66.1911559383065	0.870208916972451	0.267793040337231	3.24955762807203	0.00115584656362232	0.0303148388133501
C3139958	40.443223237027	1.66480446828261	0.371778351033547	4.47794892751134	7.53636248987724e-06	0.000970654335855261
C3140708	561.086558937657	-0.591135169684957	0.17526222705308	-3.37286122414687	0.000743914364213263	0.0222080317551901
C3140874	346.145884259192	-1.38538101722666	0.312395221531066	-4.43470617263874	9.21979489560005e-06	0.00110095197870989
C3141272	55.3510639752289	-0.898705386274788	0.2540006841415	-3.53820065214523	0.000402863790590152	0.0155326635188189
C3142244	195.818107939315	-0.927312911660186	0.254903358974553	-3.63789992956806	0.00027487017613596	0.0119739583166523
C3142384	471.611440636235	-0.68922578419462	0.225432504813041	-3.05734873844488	0.00223304311888768	0.0449710072553768
C3142528	432.806467578605	-0.989912813166338	0.274526297401461	-3.60589430789107	0.000311079739417167	0.0128875892044255
C3143176	1913.57752611187	-0.679056737773175	0.223409244393537	-3.03951942372184	0.00236955922314799	0.0465203599902362
C3143402	180.342604502342	-1.12217963533443	0.243929461440547	-4.60042681481483	4.21626136580921e-06	0.000629339012690639
C3144094	14.5968650462083	-2.0149994819574	0.584507474101261	-3.44734596431921	0.000566123127281415	0.0190187475999027
C3144236	536.702007085087	-0.978703674852178	0.244816172611482	-3.9977084210256	6.39586679466852e-05	0.00438635459228956
C3145722	1323.07329835306	-0.704579428584169	0.191648358736919	-3.67641775399373	0.000236532066126559	0.0110635966414036
C3146328	56.2883836971124	0.836596415002013	0.266349552389635	3.14097173243296	0.00168388284106072	0.0369943957505764
C3148732	928.970962894075	0.702853747221465	0.187897790308653	3.74061741794255	0.000183568763836483	0.00900107706734445
C3148940	111.503427097851	-0.987779469435191	0.315831637103763	-3.12755073713741	0.00176269392901082	0.0383112277932759
C3149116	73.1950115933698	-1.09110710936589	0.30852080433816	-3.53657547245974	0.000405350664408525	0.0155326635188189
C3149388	94.1180514190368	0.747239255765005	0.246130323066256	3.03594959961051	0.00239779441504557	0.0468595999784526
C3149776	25.2968274433215	-1.42011392597229	0.448753678550241	-3.16457333689199	0.00155310516208083	0.0351091701450344
C3150234	33.4287013233231	-1.50697224994322	0.379245216622382	-3.97360911592913	7.07917047374662e-05	0.00476394741644857
C3150784	560.040611940228	-0.951895555043349	0.251307007320208	-3.78777959752819	0.000151999591982583	0.00807746522839381
C3150916	3143.98438985852	0.549601129605481	0.144898643786095	3.79300395949064	0.000148835782327239	0.00795096416116569
C3151554	2010.29591029541	-0.584619808346611	0.175582626536787	-3.32959940216024	0.0008697101410113	0.0248377401455358
C3151800	79.2719161828901	-1.28566711472085	0.264993806957651	-4.85168740160902	1.22415462946853e-06	0.000287242809283833
C3152438	4850.37871718368	-0.640316424808502	0.193645518353933	-3.30664210693568	0.000944214439182433	0.0263818871085818
C3152470	106.389093614266	1.01576213399568	0.317383997999879	3.20042012324787	0.00137227400009058	0.03301604194067
C3152914	302.071478713596	-0.756125702385091	0.176762336760095	-4.27764034038156	1.88884875671048e-05	0.00183433148692135
C3155472	31.588717310071	1.61836751539182	0.444071420741533	3.644385654653	0.000268031264404627	0.0117263678177024
C3155580	383.043229035751	1.10824537350233	0.233280588738601	4.7506969160823	2.02716778713956e-06	0.000388221755461633
C3155984	264.347354578358	0.991073401751103	0.29081023018848	3.40797296267318	0.00065447379176854	0.0207704750224818
C3156462	14.1646530892915	2.15372399973039	0.712176257422226	3.02414462330709	0.00249337214517274	0.0478406942788342
C3156674	16.4652153034259	-2.13561449988819	0.522294245625378	-4.08891064333109	4.33403755209124e-05	0.00357646188241675
C3157152	75.7198343856921	-2.02010062400233	0.299832557010256	-6.73742919763458	1.61213452087315e-11	2.33759505526607e-08
C3157182	272.875934248253	-0.861395533201988	0.244588785071375	-3.52181124310592	0.000428609205130908	0.0161724291155343
C3157894	201.308012555707	0.717731128685556	0.201492424216861	3.5620750084037	0.00036793522145132	0.0147477627495015
C3158772	35.8085770970796	2.53049116771026	0.579547000161785	4.36632605639206	1.26353822204686e-05	0.0014093310938215
C3158858	75.878517929167	0.912023602299823	0.299829964206302	3.0418027254684	0.00235165962322149	0.0462584208831359
C3159254	177.866514696763	0.768479129510834	0.239719145414634	3.2057478270316	0.00134711987915795	0.0328844888988855
C3160546	138.216547980278	1.65625769497136	0.351252421624107	4.71529188984155	2.41364482345256e-06	0.000434604284008809
C3160870	293.640631695247	1.08134409370189	0.306581817366804	3.5270979309518	0.000420141334352852	0.0159120691928412
C3162370	39.6847312495781	1.20310504827742	0.30707929436983	3.9178970068508	8.93248540048387e-05	0.00556421718584473
C3165994	999.063976258804	-0.862409466621918	0.192082173293514	-4.48979440327397	7.12919511308355e-06	0.000939757537633741
C3166090	16.6561482624062	-1.80487410220193	0.489933307723974	-3.68391794096757	0.000229676207340496	0.0108428535093304
C3167262	215.978174057614	-0.678992509384751	0.213674453872831	-3.17769624341174	0.00148450188734536	0.0342729032880093
C3167646	11833.9057057645	-0.687914393567835	0.197219858535452	-3.48805844744167	0.000486541709527799	0.017371747041316
C3168216	92.2210662015888	-1.07430398999954	0.278924293664835	-3.8515970619987	0.000117349999945613	0.00665420390753056
C3169274	109.707606419031	-1.66355907099644	0.382522709562502	-4.34891584057606	1.36812198178502e-05	0.00146509635967271
C3169538	983.990191257602	-1.02948403487094	0.218433709449183	-4.71302729540672	2.44063489541893e-06	0.000434604284008809
C3169726	35.6929867208116	-1.21750808677888	0.381201612192173	-3.19386919634827	0.00140379708018377	0.0332909821585637
C3169774	65.3795981151742	-0.983673021551599	0.304677756024026	-3.22856855186379	0.00124411436696958	0.0316485233702788
C3169920	66.2224477473737	1.38329549981023	0.401457972420469	3.44567948537693	0.000569625543878858	0.0190187475999027
C3169954	404.838849551279	-0.975582586553515	0.24263371562708	-4.02080388552824	5.7999876264163e-05	0.00426593292812503
C3171152	637.490186340392	-0.497886295022958	0.153792471074016	-3.23739056629982	0.00120628194719263	0.0312340861326664
C3171364	92.7777732248654	-2.00149798525087	0.306020831029021	-6.5403978497825	6.13553929733159e-11	6.91952487421285e-08
C3172158	227.648814844043	0.790907352249461	0.210599707121553	3.75550072248186	0.00017299526207213	0.00875125540367395
C3172906	77.9547898201456	0.908080762360172	0.247538778790988	3.66843840304682	0.000244036470736661	0.0112589553544414
C3173148	20.8930612462318	-1.96103417893697	0.415754818403208	-4.71680445332834	2.39577752863315e-06	0.000434604284008809
C3173534	404.790415102222	-1.21283220414227	0.380133963241739	-3.19053891896262	0.00142007712966408	0.0334426516614627
C3174436	79.2078546239791	0.96430943939855	0.233676442517783	4.12668657999262	3.68027428581638e-05	0.00317827481828828
C3176434	87.1233872348684	2.43531466561715	0.692523055943673	3.5165827978083	0.000437140294187755	0.0164108268891816
C3176486	10648.3122885589	-0.541234995500653	0.162797306134147	-3.32459429675494	0.000885472837811914	0.0251048863234383
C3176822	3848.49654370927	-0.480974557458977	0.14456786349816	-3.3269811548754	0.000877923104625132	0.024960558856989
C3176828	174.152281562565	0.769397855977898	0.190331825953109	4.04240253633383	5.2906305939188e-05	0.00404486618691218
C3177074	86.8155626114764	0.887261380803418	0.292543504705417	3.0329211434616	0.00242198881062638	0.0470942268732907
C3177338	44.6935887627151	1.82215265067937	0.499078086231051	3.65103718426098	0.000261183418365603	0.0115261378104821
C3177532	20.375934188734	-1.54170630329384	0.415062470038973	-3.71439581889704	0.000203689762106786	0.00979834637622692
C3178468	914.026395131519	0.648616227525686	0.190948371745466	3.39681465516915	0.000681751266655943	0.0211613925276998
C3178758	35.4817098241418	-1.68079192653741	0.421290034510272	-3.98963134385851	6.61760673476168e-05	0.00450796700388128
C3178948	43.0139924351619	1.62464350136109	0.395179432034964	4.11115399654037	3.93686503610171e-05	0.00330241157987045
C3179320	47.4805452069171	1.77777315867192	0.439827273572096	4.04198026246435	5.30016948629871e-05	0.00404486618691218
C3179520	19.901956625369	2.1813096299139	0.55917220967305	3.90096215831134	9.58111284015681e-05	0.00583471120825693
C3179964	328.281080145211	-0.826828361752487	0.245896664627745	-3.36250336296426	0.000772391852892764	0.0227239921938016
C3180338	315.489299080321	-1.19167300759453	0.229003785369464	-5.20372624265551	1.95331690362211e-07	7.34302465620904e-05
C3180484	850.595370394964	-0.770799886389077	0.148775932665165	-5.18094474409271	2.20764888107928e-07	8.0027271939124e-05
C3180694	4999.28211646034	0.744834771726739	0.157181324433959	4.7386976436866	2.15096169304085e-06	0.00040430113304379
C3181700	117.012909887859	-0.736337263151336	0.20506989273781	-3.5906648865944	0.000329835492234876	0.0134993155088064
C3181838	255.64389973041	-1.01847903094504	0.301370999292973	-3.3794858607312	0.000726215427561751	0.0218317914814494
C3182412	147.491629807304	1.21099476256988	0.354819748928211	3.41298579413317	0.000642552915404298	0.0207704206731007
C3182854	26.5228611765012	1.74791945357766	0.561304665314877	3.11402979805472	0.00184550850421681	0.0396850440417348
C3184092	1135.87252044551	-0.887087748282529	0.185059830131838	-4.79351865637487	1.63881211161436e-06	0.000339459712799793
C3184278	270.805065072716	1.09533518035536	0.242695159774369	4.51321394861637	6.38525509696525e-06	0.000861777723838891
C3184598	30.8076064224512	-1.34265888580791	0.342408542288139	-3.921219011756	8.8102141782465e-05	0.00555426546019888
C3184924	42.3241447441828	1.17979542911507	0.316528454813736	3.72729658636639	0.000193544654622571	0.0094116586632252
C3185292	29.1891127197482	-1.64317719990394	0.376725974740166	-4.36173056831897	1.29037715092023e-05	0.00142362261759134
C3185880	145.729703103054	-1.97672859578478	0.393909513901855	-5.01823014175102	5.21496818732794e-07	0.000150452429923851
C3186428	904.769844691537	-0.644976493906526	0.211585494973722	-3.04830203028156	0.00230138493605063	0.0456159300032778
C3186906	1793.33623574233	-0.864527299543624	0.165100555505872	-5.23636820539273	1.63767086549651e-07	6.39321510953446e-05
C3187724	220.179985337633	-0.882792168367301	0.230409325220611	-3.83140815816395	0.000127411935374031	0.00710566562662864
C3188690	602.461741325823	-0.740053107869423	0.230666212670048	-3.20832903658941	0.00133508659052023	0.0328844888988855
C3189128	256.196315406961	-0.69705665477325	0.202408532301715	-3.44381062817154	0.000573577293324608	0.0190255213308653
C3189914	21.3352061104871	1.37303497494084	0.418258882680269	3.28273954671858	0.0010280360000867	0.02782550773568
C3190034	157.63272397304	-1.43056775703637	0.335868889176697	-4.25930416045102	2.05064273812856e-05	0.00194523586841167
C3190560	415.979528085689	0.944686731878871	0.250141149663425	3.77661465596518	0.000158974395304171	0.00831747480586255
C3192342	37.9744360800479	1.57890856120268	0.511508718623976	3.08676764190871	0.00202345697484319	0.0421726659027893
C3192860	36.3394468904896	1.17137472820954	0.355419625310448	3.2957514014213	0.000981588337552556	0.0271458504230458
C3193058	2989.46915438818	-0.726774650259599	0.144430415439026	-5.03200553740994	4.85375242174627e-07	0.000144898785531543
C3193060	87.8327493977356	-0.997723107252627	0.312368188915894	-3.19406118374386	0.00140286381737298	0.0332909821585637
C3194044	1554.3593261036	-0.650299932060395	0.139848033334675	-4.6500470300082	3.31859345338839e-06	0.000526308180498315
C3194506	2098.6370059894	-0.454773456312819	0.144012399179761	-3.15787709185482	0.00158922546907421	0.0358458633580071
C3194568	2222.53348352934	-1.23315709597656	0.22280063426621	-5.53480065278062	3.1158252946316e-08	1.58128133702554e-05
C3195072	70.9183586385137	-0.977988916457921	0.315567608011927	-3.09914228085462	0.00194081790920916	0.0407853038891781
C3195218	1257.73439023866	-1.26024461984494	0.321791677989914	-3.91633689136126	8.99045929535504e-05	0.00556421718584473
C3195258	130.50635229624	-0.730081471536391	0.22839130319813	-3.19662553395495	0.00139045308047352	0.0331644457610199
C3195340	28.262880873517	-1.91144573160412	0.452876605000279	-4.22067669316444	2.43570055751766e-05	0.00226810648245911
C3196070	1961.01119452832	-0.482042280710069	0.157584522188184	-3.05894433042368	0.00222118420853802	0.0448211127567811
C3196126	8085.12998540941	-0.617952661237019	0.173704287197513	-3.5574980399555	0.000374403894105974	0.0147867685804499
C3196992	222.873625110061	-0.843466035553257	0.265742064093873	-3.17400272489531	0.00150352279256879	0.0344486599200299
C3197722	428.981392461785	-1.13674853509155	0.224461945927934	-5.06432629545373	4.09847144132255e-07	0.00012999839102945
C3197872	835.604716126072	-1.01861872001096	0.218544318035283	-4.66092520349352	3.14791114320961e-06	0.000515645897198781
C3198068	468.671884283817	-0.647503588761474	0.178132470541442	-3.63495541713062	0.000278028711658005	0.0120469165900461
C3198424	2721.98878916313	-0.936612323692029	0.232433466606367	-4.02959323098772	5.58734529193811e-05	0.00423220557560984
C3198648	38.1635050975341	-1.46471722250911	0.400892731775675	-3.65363875773311	0.000258549961126393	0.0115100092343548
C3199014	39.3389892497707	-1.01805889014706	0.299422735897094	-3.40007209905714	0.000673680869450079	0.0211045087188836
