gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C3059075	68.17579747	1.817366012	0.23886167	7.608445555	2.77E-14	3.74E-13
C3059083	469.2647991	0.371577904	0.132293712	2.808734434	0.004973666	0.013327783
C3059139	15.59222636	2.574381572	0.509052912	5.057198403	4.25E-07	2.45E-06
C3059201	262.9790879	-0.549262207	0.173605148	-3.163858984	0.001556922	0.004711474
C3059231	43.79154379	-1.319377268	0.343888407	-3.836643638	0.000124727	0.000480538
C3059253	9.827722728	2.522281291	0.642978163	3.922810194	8.75E-05	0.000346764
C3059311	187.2628099	-1.115102935	0.190064876	-5.866959529	4.44E-09	3.34E-08
C3059335	404.4328018	-1.231452671	0.188651107	-6.527672641	6.68E-11	6.24E-10
C3059387	40.5109364	-1.225399551	0.297703413	-4.116175687	3.85E-05	0.000162814
C3059405	115.4405858	-0.901978386	0.172231922	-5.236998905	1.63E-07	9.97E-07
C3059429	741.035419	0.731647935	0.168399336	4.344719826	1.39E-05	6.38E-05
C3059483	268.6358393	-0.596642024	0.201138141	-2.96632962	0.003013773	0.00853473
C3059593	150.0926369	3.496587527	0.219249625	15.94797494	2.94E-57	7.00E-55
C3059639	481.6647645	0.34221297	0.140277748	2.439538527	0.014706034	0.034394819
C3059661	249.7214206	1.238968986	0.142252694	8.709634572	3.05E-18	5.79E-17
C3059675	869.403382	1.668337369	0.198831886	8.390693283	4.83E-17	8.29E-16
C3059707	13.32733564	-1.353429879	0.507754592	-2.665519722	0.007686942	0.019615517
C3059739	618.6471614	1.407758844	0.198707332	7.084584289	1.39E-12	1.55E-11
C3059853	57.77726238	-1.859952565	0.322879712	-5.760512344	8.39E-09	6.08E-08
C3059943	220.3271429	0.536450727	0.161243859	3.326952913	0.000878012	0.002814235
C3059945	78.57212922	1.134968506	0.25494376	4.451838736	8.51E-06	4.03E-05
C3059953	97.38382742	-1.37612647	0.204222986	-6.738352501	1.60E-11	1.60E-10
C3059975	16.6916832	-1.037418118	0.398553134	-2.602960634	0.009242257	0.022997445
C3060037	108.3644372	-1.26109488	0.207971715	-6.063780729	1.33E-09	1.06E-08
C3060113	3.195928742	3.468729522	1.247462497	2.780628299	0.005425382	0.014407999
C3060161	289.5015834	-0.517724267	0.141439066	-3.660405016	0.000251817	0.000911373
C3060187	76.51947199	-2.852674995	0.362004638	-7.880216711	3.27E-15	4.77E-14
C3060211	123.6662016	-1.25907017	0.170634326	-7.378762528	1.60E-13	1.99E-12
C3060215	177.8282944	0.960028237	0.207412612	4.628591424	3.68E-06	1.85E-05
C3060483	169.4616576	0.574441273	0.194346262	2.955761889	0.003118978	0.008785545
C3060521	95.66794761	-1.999864156	0.216445198	-9.239586614	2.47E-20	5.61E-19
