gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C3045665	115.1393506	0.743457674	0.329360344	2.257277438	0.023990744	0.040082417
C3045671	568.2528069	3.02979482	0.158612388	19.10188009	2.44E-81	1.46E-79
C3045685	995.3755734	4.137797661	0.115279433	35.89363288	3.84E-282	2.93E-279
C3045689	11.3167824	-2.478349964	0.766440566	-3.233584017	0.001222474	0.002614627
C3045717	6.27904663	-2.626837198	0.933343256	-2.814438505	0.004886253	0.009409481
C3045721	793.2878087	4.088233074	0.294217439	13.89527788	6.77E-44	1.80E-42
C3045753	21.83995498	0.917176252	0.416244908	2.203453387	0.027562809	0.045440209
C3045777	32.81845511	-1.12014956	0.333771928	-3.356032867	0.000790692	0.001744903
C3045837	7.864730228	-2.958833815	0.863888172	-3.425019476	0.000614755	0.001380774
C3045887	98.73631634	1.391150261	0.236318919	5.886749417	3.94E-09	1.69E-08
C3045915	87.03745372	-0.87584232	0.240153115	-3.647016275	0.000265303	0.000628939
C3045965	459.8141535	4.830237868	0.199655205	24.1928973	2.64E-129	3.31E-127
C3046061	49.46662123	-2.144636264	0.325485125	-6.589045405	4.43E-11	2.29E-10
C3046065	1.570883974	-3.215842883	1.388678576	-2.31575754	0.020571511	0.034855149
C3046101	65.21717851	-1.110061541	0.435454114	-2.549204393	0.0107969	0.019426324
C3046141	133.3488859	-1.958680146	0.347440341	-5.637457463	1.73E-08	6.93E-08
C3046201	123.8046356	4.735566418	0.316132292	14.97969848	9.97E-51	3.18E-49
C3046259	2638.267676	1.358876262	0.337191999	4.029977776	5.58E-05	0.000145983
C3046321	1310.908305	2.19183924	0.207092487	10.58386653	3.54E-26	4.88E-25
C3046323	3.070664319	-4.18387807	1.287346882	-3.250000547	0.001154048	0.002479011
C3046357	4.955394702	3.790214628	1.007832822	3.760757284	0.0001694	0.000411935
C3046377	17.89393366	1.177397068	0.496673291	2.370566506	0.017760848	0.030514649
C3046379	163.1290003	0.586795793	0.222551819	2.636670396	0.008372414	0.015419196
C3046431	5.190749301	3.148994438	0.867925027	3.628187158	0.000285418	0.000673866
C3046443	2.095774803	-3.634239131	1.385008691	-2.623982906	0.008690815	0.015946135
C3046461	29.5390406	1.533069052	0.412542752	3.71614589	0.000202285	0.000487387
C3046463	18.07848371	-1.74171183	0.472256675	-3.688061855	0.000225969	0.000541036
C3046495	30.76157086	2.297240777	0.445781382	5.153290088	2.56E-07	9.04E-07
C3046525	41.25881738	-1.92972565	0.396865047	-4.862422793	1.16E-06	3.80E-06
C3046543	85.57349659	1.002495778	0.282312832	3.551010315	0.000383755	0.00089027
C3046557	18.49299382	-2.199005911	0.739863038	-2.972179711	0.002956935	0.005906135
C3046579	33.04194585	-0.893015598	0.381077111	-2.343398679	0.019108952	0.032584158
C3046691	36.70499301	0.850032698	0.30326236	2.802961433	0.005063572	0.009720855
C3046703	12.66274581	1.547730879	0.62661136	2.470001307	0.013511256	0.023787741
C3046707	35.630727	-3.177662851	0.461809688	-6.880892564	5.95E-12	3.29E-11
C3046711	18.83504629	-4.758333488	0.90573088	-5.253584252	1.49E-07	5.41E-07
C3046723	11.59130264	-2.096413542	0.920875739	-2.276543352	0.022813509	0.038283115
C3046729	118.5836322	9.187350955	0.868001742	10.58448446	3.52E-26	4.85E-25
C3046861	8.101720443	2.81488696	0.695538597	4.047060753	5.19E-05	0.000136475
C3046871	120.0952468	1.107544614	0.303034844	3.65484246	0.00025734	0.000611182
C3046881	313.9054574	1.370217668	0.138629191	9.884048627	4.88E-23	5.70E-22
C3046987	3.919517247	4.140815396	1.142700854	3.623709023	0.000290408	0.000684685
C3047011	36.61371426	1.499045809	0.316127106	4.741908488	2.12E-06	6.73E-06
C3047027	9.104943024	-2.893523689	0.933350268	-3.100147701	0.001934242	0.003991096
C3047033	34.61903175	-2.342603339	0.415314286	-5.640555636	1.70E-08	6.82E-08
C3047039	4.284955318	-2.989766133	1.159985771	-2.577416213	0.009954201	0.018043467
C3047047	345.3120616	1.243875746	0.215373414	5.775437758	7.68E-09	3.20E-08
C3047099	72.06622807	1.274935545	0.317737386	4.012544958	6.01E-05	0.000156588
C3047105	3.667914845	4.710645232	1.426756658	3.301645874	0.000961193	0.002091489
C3047137	3319.483591	5.475886129	0.31928918	17.15024019	6.26E-66	2.83E-64
C3047167	67.428745	-1.322849998	0.239167418	-5.531062752	3.18E-08	1.25E-07
C3047203	19.69852001	-1.058044195	0.458484663	-2.307698119	0.021015933	0.035540033
C3047259	1.724124675	4.370072865	1.679366572	2.602214989	0.009262377	0.016880521
C3047279	7.161678228	-3.831367223	1.135109932	-3.375327021	0.00073728	0.001636711
C3047313	161.7141094	2.646172177	0.231427741	11.43411834	2.82E-30	4.69E-29
C3047329	27.45065522	-4.87819661	0.762652886	-6.396352393	1.59E-10	7.85E-10
C3047333	139.6541496	-0.829826854	0.322392267	-2.573966375	0.010054004	0.018196881
C3047337	31.01609837	-1.715443436	0.474807826	-3.612921569	0.000302766	0.000711823
C3047411	2.314841196	5.497005731	1.828578325	3.006163671	0.002645666	0.005337729
C3047467	13.62971634	3.73892858	0.609559979	6.133815717	8.58E-10	3.95E-09
C3047493	11.74535039	-3.628026815	0.977333575	-3.712168403	0.000205491	0.000494545
C3047523	31.70966485	0.84209141	0.342466038	2.458904876	0.013936154	0.024453786
C3047539	216.027783	-2.223593399	0.550710703	-4.037679653	5.40E-05	0.0001416
C3047563	14.37828393	-2.639373876	0.629955892	-4.189775681	2.79E-05	7.62E-05
C3047631	137.2371434	-1.189763123	0.255737972	-4.652274025	3.28E-06	1.02E-05
C3047683	494.5103665	1.855446055	0.225404903	8.231613564	1.85E-16	1.45E-15
C3047727	65.49257276	-2.438777461	0.324780026	-7.509013077	5.96E-14	3.89E-13
C3047767	11.04488124	7.785401318	3.389839345	2.296687402	0.021636609	0.03647947
C3047797	33.49410916	-1.37159121	0.458155985	-2.993721037	0.002755978	0.005540324
C3047799	5.771507042	-2.050049495	0.943810869	-2.172097782	0.029848288	0.048834195
C3047917	11.29320227	1.482343177	0.553990896	2.675753678	0.007456142	0.013850184
C3047929	48.43585127	-1.728315751	0.339549575	-5.090024786	3.58E-07	1.25E-06
C3047933	34.37997803	5.054613374	0.601642126	8.401362129	4.41E-17	3.60E-16
C3047945	40.97863152	-2.374834245	0.365702022	-6.493905151	8.36E-11	4.21E-10
C3048053	1.814572154	-3.434006675	1.512284014	-2.2707419	0.023162607	0.038826262
C3048071	2.156136595	-3.67665363	1.296025912	-2.836867377	0.004555853	0.008825212
C3048073	423.8488568	-0.964853999	0.416316757	-2.317595874	0.020471295	0.034695849
C3048117	275.2164992	8.170578996	0.454889128	17.96169329	3.89E-72	1.95E-70
C3048169	39.29538389	-4.233196795	0.601610825	-7.036437217	1.97E-12	1.14E-11
C3048249	6.916729658	-1.735163768	0.797218159	-2.176523138	0.029516165	0.048352045
C3048297	5.672183391	1.846208298	0.796562138	2.317720375	0.020464523	0.034687872
C3048303	21.13471825	-2.013558738	0.511678502	-3.935202925	8.31E-05	0.000212252
C3048377	16.02463654	-2.925586081	0.608764835	-4.80577378	1.54E-06	4.98E-06
C3048381	26.17998164	-1.191035325	0.354926634	-3.35572259	0.000791579	0.001746403
C3048443	36.0047898	-0.888233347	0.294663499	-3.014398965	0.00257489	0.005207447
C3048525	141.8397798	0.52596332	0.181041891	2.905202314	0.003670158	0.007219109
C3048581	87.46390988	1.781401402	0.343806083	5.181413273	2.20E-07	7.82E-07
C3048629	15.11765765	-2.10789983	0.526731599	-4.001848067	6.28E-05	0.000163359
C3048667	9.972205266	-3.02653801	0.909081861	-3.329224948	0.00087088	0.00190708
C3048711	1182.261663	1.136765446	0.447367521	2.541010227	0.011053269	0.019830239
C3048747	230.495331	-2.158924985	0.424670556	-5.083764242	3.70E-07	1.29E-06
C3048769	4.022874133	-2.949072217	1.154097671	-2.55530558	0.010609461	0.019111595
C3048775	1.622143008	-3.264643215	1.456710229	-2.241106811	0.025019157	0.041618477
C3048839	189.4433647	-1.8122701	0.532781128	-3.401528329	0.000670102	0.001498473
C3048869	82.72357936	-8.212069742	1.123306396	-7.310623149	2.66E-13	1.65E-12
C3048961	24.48583449	1.270164359	0.495766573	2.562020976	0.010406503	0.018782251
C3048967	36.75852899	-2.9034645	0.705751889	-4.114001741	3.89E-05	0.000104034
C3048993	475.8381976	3.067425769	0.257515786	11.91160282	1.03E-32	1.87E-31
C3049031	642.4301265	1.748197295	0.495882855	3.525423954	0.000422806	0.000974402
C3049139	38.90785624	-2.76003527	0.37865356	-7.289077837	3.12E-13	1.92E-12
C3049145	2.859654257	2.845037414	1.181193587	2.408612309	0.016013298	0.027787929
C3049147	56.82424483	8.70961262	1.045360539	8.331682986	7.97E-17	6.39E-16
C3049181	10.57474942	2.529604106	0.533117318	4.744929532	2.09E-06	6.64E-06
C3049315	3.102625371	2.0261926	0.931186833	2.175924882	0.029560878	0.048411126
C3049327	14.27498198	-1.650958925	0.640958711	-2.575764859	0.010001864	0.018116177
C3049351	1918.379337	2.898135585	0.521310763	5.559324281	2.71E-08	1.07E-07
C3049367	66.65821009	-0.721815646	0.215088899	-3.355894474	0.000791087	0.001745547
C3049391	3.720555047	4.708863505	1.681449456	2.80047877	0.005102686	0.009789231
C3049393	6.282030167	5.495201679	1.336200943	4.112556354	3.91E-05	0.000104637
C3049397	2.392738509	-2.974064018	1.323204268	-2.247622752	0.024600256	0.040974334
C3049439	342.9683365	2.486425072	0.17827435	13.94718352	3.27E-44	8.78E-43
C3049455	194.1117924	-0.479004906	0.199208886	-2.404535835	0.016193019	0.028076591
C3049461	30.51306509	-1.988672728	0.706366953	-2.815353576	0.004872359	0.00938488
C3049475	12.93468845	-1.339921155	0.597286994	-2.243345609	0.024874536	0.041394304
C3049567	547.2682694	2.341254455	0.17362886	13.48424715	1.94E-41	4.73E-40
C3049593	36.52178225	-2.18531589	0.595278859	-3.671079288	0.000241528	0.000576319
C3049629	7.891771365	-2.999373429	0.892348676	-3.361212394	0.000776011	0.001715436
C3049657	125.968698	-0.589340706	0.196178784	-3.004100106	0.002663677	0.005369553
C3049765	113.1203001	1.297801779	0.23831632	5.445710892	5.16E-08	1.97E-07
C3049791	42.01355114	2.445158608	0.265432367	9.211983589	3.20E-20	3.21E-19
C3049923	1049.246106	1.033507325	0.182168832	5.673348802	1.40E-08	5.70E-08
C3049969	15.03301593	2.658421007	0.706469625	3.762965755	0.00016791	0.000408727
C3049971	2.969681441	-4.138147186	1.242407702	-3.330748175	0.000866129	0.001896923
C3050065	214.7283717	3.308057515	0.182964692	18.08030545	4.56E-73	2.35E-71
C3050087	36.07402826	3.343974487	0.409481526	8.166362267	3.18E-16	2.45E-15
C3050123	32.24924342	-2.373338758	0.467463051	-5.077061711	3.83E-07	1.33E-06
C3050135	80.58100898	3.753141964	0.247266226	15.1785467	4.91E-52	1.60E-50
C3050171	8.007683796	-4.81160865	1.094321169	-4.396888945	1.10E-05	3.17E-05
C3050175	715.9225966	3.310984698	0.184319005	17.96333864	3.77E-72	1.90E-70
C3050183	6.007572625	-5.159307333	1.208248474	-4.270071465	1.95E-05	5.45E-05
C3050233	74.55087134	-2.115733438	0.378697954	-5.586862602	2.31E-08	9.17E-08
C3050235	67.24691615	2.265905209	0.314126587	7.213350608	5.46E-13	3.29E-12
C3050247	841.4655941	0.694371718	0.211584586	3.281768916	0.001031581	0.002234804
C3050267	4.118971899	3.862661252	1.733235533	2.228584159	0.025841586	0.042880387
C3050361	61.68042169	0.539969463	0.228030529	2.367970048	0.017885984	0.030707655
C3050439	33.0131537	-1.035678699	0.433562538	-2.388764267	0.016905145	0.029193792
C3050527	58.32611015	2.213308621	0.47111469	4.698025065	2.63E-06	8.24E-06
C3050549	60.58567838	-2.030500523	0.462523696	-4.39004648	1.13E-05	3.26E-05
C3050581	1032.376591	6.504983359	0.44024131	14.77594948	2.09E-49	6.42E-48
C3050629	4272.233213	1.55324192	0.175725652	8.839016424	9.66E-19	8.87E-18
C3050637	43.43352868	2.882287493	0.344683791	8.362120773	6.16E-17	4.97E-16
C3050645	2.548390115	-3.912266613	1.322439206	-2.958371616	0.00309269	0.006157519
C3050721	3083.483525	14.46941821	1.015601873	14.24713621	4.67E-46	1.33E-44
C3050785	93.13529431	-0.940352339	0.313103921	-3.003323423	0.002670485	0.005381985
C3050901	403.5108971	1.241845349	0.21634771	5.740043891	9.47E-09	3.91E-08
C3050933	101.9529543	-2.576305402	0.33691631	-7.646722121	2.06E-14	1.39E-13
C3050997	37.96371009	1.664055956	0.383376428	4.340527572	1.42E-05	4.05E-05
C3051015	419.0470955	2.914010552	0.215831412	13.5013274	1.54E-41	3.77E-40
C3051017	47.88789829	-4.183247879	0.493445564	-8.477627905	2.30E-17	1.91E-16
C3051021	107.1440082	-1.571231729	0.277417305	-5.663784119	1.48E-08	6.01E-08
C3051125	104.0412304	-1.573163618	0.341827171	-4.602219345	4.18E-06	1.28E-05
C3051159	6.019351949	-2.005354069	0.875446994	-2.290663036	0.02198291	0.037015033
C3051161	949.8691977	5.073596882	0.189893112	26.71817227	2.89E-157	5.12E-155
C3051249	154.8534398	-1.155315199	0.317055391	-3.643890721	0.000268547	0.000636271
C3051279	10.14436106	-2.45735723	0.663631146	-3.702896171	0.000213152	0.000511809
C3051317	18.82926313	-4.307493949	0.810409107	-5.315209213	1.07E-07	3.93E-07
C3051407	12.82083917	4.521112753	0.765853665	5.903363738	3.56E-09	1.54E-08
C3051553	10.74487296	-1.963947805	0.633410922	-3.100590369	0.001931353	0.003986604
C3051555	3352.073879	1.49924356	0.120479633	12.44395856	1.51E-35	3.01E-34
C3051579	42.2918295	-3.287894119	0.439016915	-7.489219677	6.93E-14	4.49E-13
C3051593	15.17719768	3.767494626	0.723069398	5.210419131	1.88E-07	6.75E-07
C3051657	1187.453741	-0.709300269	0.159058701	-4.459361645	8.22E-06	2.41E-05
C3051667	24.05707576	4.262825072	0.506771549	8.411729278	4.04E-17	3.30E-16
C3051673	52.37787674	-1.744060124	0.280446706	-6.218864704	5.01E-10	2.36E-09
C3051749	4.966474167	4.171927345	1.178315289	3.540586619	0.000399239	0.000923511
C3051753	290.6373276	0.733725616	0.190608071	3.849394274	0.00011841	0.000294902
C3051779	1617.615109	2.817405427	0.202276841	13.92846266	4.25E-44	1.13E-42
C3051781	1518.303288	5.108916124	0.294909164	17.323694	3.12E-67	1.45E-65
C3051791	10.0922636	7.646958468	1.135370451	6.735210045	1.64E-11	8.79E-11
C3051879	73.80818942	2.045366355	0.336044309	6.086597209	1.15E-09	5.24E-09
C3051899	7.483215949	-2.218871916	0.857068474	-2.588908568	0.009628066	0.017497618
C3051935	144.0583693	-1.189361151	0.330649933	-3.597040345	0.000321859	0.000754282
C3051951	403.4897302	1.970845196	0.196183774	10.04591337	9.58E-24	1.17E-22
C3052083	11.97243525	-3.624141589	0.854690855	-4.240295268	2.23E-05	6.18E-05
C3052085	13.2945233	1.405935403	0.645065449	2.179523652	0.02929279	0.048018904
C3052175	13.47476338	0.997805606	0.445337008	2.240562964	0.025054398	0.041672972
C3052181	7.059584299	4.130811049	1.307520432	3.159270744	0.001581645	0.003318175
C3052207	127.4690308	-1.374491297	0.316313088	-4.345350701	1.39E-05	3.96E-05
C3052213	83.29808288	2.94088269	0.249682912	11.77846999	5.04E-32	8.95E-31
C3052219	64.54983065	-2.97909143	0.502983076	-5.922846263	3.16E-09	1.37E-08
C3052289	449.7065721	2.602062416	0.205610434	12.65530336	1.05E-36	2.18E-35
C3052375	65.87550534	-1.607279793	0.266256274	-6.03658938	1.57E-09	7.05E-09
C3052387	33.5024342	-1.057712543	0.421265785	-2.510796224	0.012045921	0.02144391
C3052443	2.032964304	5.324889199	2.312075565	2.303077495	0.021274483	0.03593018
C3052455	70.18259206	0.724573322	0.237884633	3.045902181	0.002319833	0.004726336
C3052601	46.40905122	-3.768653319	0.450287658	-8.369435081	5.79E-17	4.68E-16
C3052635	88.86616151	-2.651126255	0.342800324	-7.733733219	1.04E-14	7.20E-14
C3052709	145.0444107	1.489985125	0.215061854	6.928170173	4.26E-12	2.39E-11
C3052727	11.2912599	7.104150035	1.17399413	6.051265379	1.44E-09	6.47E-09
C3052891	13.16427598	2.355946839	0.505320077	4.662286231	3.13E-06	9.71E-06
C3052939	7.354814168	1.943476059	0.654183981	2.970840183	0.002969863	0.00592984
C3052987	31.67399227	1.417477899	0.318307482	4.453171793	8.46E-06	2.48E-05
C3053055	2.424331205	5.603814991	1.673973194	3.347613337	0.000815107	0.001794303
C3053071	3.655781454	-4.443509823	1.280254402	-3.470802222	0.000518906	0.001177936
C3053115	81.68404134	0.517020444	0.192251506	2.689292033	0.007160375	0.013343576
C3053165	30.31006657	-0.727399924	0.329115653	-2.210165081	0.027093707	0.04476792
C3053197	48.71336762	-1.484065769	0.531609822	-2.791644753	0.00524409	0.010043299
C3053201	15.13057313	-1.29315375	0.479402802	-2.697426347	0.006987774	0.013047988
C3053215	175.2435878	0.761630405	0.249207217	3.05621327	0.002241518	0.004578999
C3053221	10.55660595	-2.099858261	0.652483594	-3.218254499	0.001289733	0.002750077
C3053275	19.51626509	1.69233377	0.390597421	4.332680348	1.47E-05	4.19E-05
C3053283	32.01394926	-1.330205817	0.501147735	-2.654318727	0.007946872	0.01468864
C3053305	73.16853112	3.643003421	0.331189314	10.99976137	3.83E-28	5.70E-27
C3053307	6039.081516	0.634799144	0.196441117	3.231498341	0.00123143	0.002632108
C3053339	18.37993458	1.948897629	0.492795027	3.954783473	7.66E-05	0.000196434
C3053345	87.75601046	-1.306212837	0.211879835	-6.164875649	7.05E-10	3.28E-09
C3053371	5237.187046	1.267596787	0.174595674	7.260184407	3.87E-13	2.35E-12
C3053389	2.15262547	-3.678445251	1.51508856	-2.427874744	0.015187587	0.026464438
C3053401	17.93474381	-1.774204504	0.507693981	-3.494633718	0.000474713	0.001085686
C3053427	68.28791974	1.336688361	0.268455879	4.979173365	6.39E-07	2.16E-06
C3053463	106.866382	-1.03210563	0.27886071	-3.701151118	0.000214624	0.000515195
C3053479	31.74876095	-1.12624714	0.331060645	-3.401936044	0.000669103	0.001496438
C3053519	51.41253744	0.991985475	0.332776488	2.980936189	0.002873687	0.005750797
C3053601	3.919060267	5.516390642	1.331542903	4.142856102	3.43E-05	9.24E-05
C3053605	200.4910031	0.735843036	0.254704408	2.889007859	0.003864594	0.007571743
C3053623	4.647638226	-4.786426941	1.255081108	-3.813639542	0.000136935	0.000337981
C3053701	60.88205028	-1.410354359	0.606769306	-2.324366683	0.02010585	0.034150637
C3053709	76.35578633	-2.35677162	0.619141906	-3.806512849	0.00014094	0.000347203
C3053731	44.58875328	-1.337185193	0.401960098	-3.326661524	0.000878931	0.001923957
C3053753	12.19663574	3.720572564	0.666908512	5.578835026	2.42E-08	9.59E-08
C3053757	37.23673619	1.124024978	0.32345162	3.475094605	0.000510673	0.001160816
C3053809	619.3016024	0.715631223	0.159711308	4.480779914	7.44E-06	2.20E-05
C3053887	3.238988547	5.278780585	1.882624605	2.803947516	0.005048112	0.009693391
C3053895	1.29126724	3.94537948	1.775599285	2.2219988	0.026283387	0.043540365
C3053953	59.5331134	-2.903063608	0.343903637	-8.441503068	3.13E-17	2.58E-16
C3053969	2.056501683	-3.59573517	1.379919426	-2.605757338	0.009167138	0.016728732
C3053995	110.4576415	-4.720447016	0.385021102	-12.26022935	1.48E-34	2.87E-33
C3054009	174.5550572	4.071147595	0.261516969	15.56743184	1.21E-54	4.21E-53
C3054083	2123.88995	1.828844742	0.200993051	9.099044654	9.11E-20	8.92E-19
C3054095	1.494177851	-3.144586067	1.371273302	-2.29318697	0.021837243	0.036799271
C3054119	913.4157201	-2.044830687	0.218851412	-9.343465833	9.32E-21	9.64E-20
C3054163	47.47124032	-3.00063482	0.381560006	-7.864123002	3.72E-15	2.65E-14
C3054263	9.494904588	4.060276152	0.67121199	6.049171066	1.46E-09	6.55E-09
C3054271	3.016962153	-3.334865553	1.338083192	-2.492270715	0.012692925	0.022488436
C3054293	40.82724851	-3.045299926	0.566668943	-5.374037109	7.70E-08	2.88E-07
C3054325	1.571582941	4.210768027	1.768321347	2.381223318	0.017255248	0.029743344
C3054327	528.6279176	-0.604924971	0.259046866	-2.3351951	0.019533231	0.033240137
C3054329	15.38796256	2.880619252	0.555823721	5.182613022	2.19E-07	7.77E-07
C3054333	29.53339052	2.613824196	0.564742046	4.628350616	3.69E-06	1.14E-05
C3054403	468.576407	-0.960724076	0.149158783	-6.440948754	1.19E-10	5.90E-10
C3054447	3512.677388	1.698796461	0.482188469	3.523096404	0.000426536	0.000982595
C3054449	60.35713399	2.603049694	0.382834281	6.799416411	1.05E-11	5.70E-11
C3054459	101.9584523	-0.968834425	0.249712059	-3.879806326	0.00010454	0.000262302
C3054483	5.235566149	-2.32893152	0.987646136	-2.358062706	0.01837059	0.031456053
C3054489	329.9065689	2.096498962	0.319657785	6.558573143	5.43E-11	2.78E-10
C3054505	24.05774969	5.889841627	0.846397959	6.958714358	3.43E-12	1.94E-11
C3054519	52.62960656	-1.995518917	0.315976032	-6.315412296	2.69E-10	1.30E-09
C3054559	71.68904053	-1.600257509	0.294056561	-5.442005801	5.27E-08	2.01E-07
C3054729	1184.846648	0.856401331	0.130079396	6.583681653	4.59E-11	2.37E-10
C3054743	9.106611018	2.487610506	0.642919346	3.869241952	0.000109174	0.000273074
C3054793	1459.789218	1.667370218	0.179058948	9.311850869	1.26E-20	1.29E-19
C3054801	87.7264908	-2.849488706	0.367867083	-7.745973582	9.49E-15	6.56E-14
C3054917	3.008405268	5.12733855	1.947948738	2.632173244	0.008484059	0.015605985
C3054929	1.788248912	-3.401235999	1.428215423	-2.381458668	0.017244226	0.029730447
C3054963	3.231973841	4.562257871	1.526758151	2.988199453	0.002806264	0.005633322
C3054971	12.43980121	-1.779114212	0.593559932	-2.997362385	0.002723268	0.00548047
C3055019	339.3170039	-1.341968645	0.424328363	-3.162571168	0.001563825	0.003283661
C3055073	7.828659385	2.080729398	0.76311739	2.726617719	0.006398712	0.012030983
C3055079	98.93414875	0.713732596	0.238958555	2.986846798	0.002818709	0.005654926
C3055089	44.28762164	2.144385942	0.456064284	4.701937901	2.58E-06	8.09E-06
C3055229	132.9959132	3.275192414	0.358239369	9.142469236	6.10E-20	6.06E-19
C3055333	59.62319946	-0.787671031	0.349857152	-2.251407541	0.024359737	0.040622135
C3055351	32.90324324	-4.324232113	0.625143083	-6.917187808	4.61E-12	2.58E-11
C3055365	20.82982922	-1.366190912	0.417860228	-3.269492571	0.001077406	0.002326576
C3055409	34.40025502	-3.816910643	0.575268594	-6.63500612	3.24E-11	1.70E-10
C3055453	8.036811363	-4.815797665	1.123394454	-4.286826988	1.81E-05	5.08E-05
C3055459	12.31195428	2.937424434	0.647699464	4.535165764	5.76E-06	1.73E-05
C3055465	2.629303406	-3.115549295	1.222075321	-2.549392204	0.010791087	0.019417944
C3055515	137.4465891	2.331194465	0.332566797	7.009702978	2.39E-12	1.37E-11
C3055549	182.0499624	-2.783498354	0.328974921	-8.461126293	2.65E-17	2.19E-16
C3055593	481.1933692	2.466541164	0.198920319	12.39964411	2.62E-35	5.21E-34
C3055707	52.41975029	-1.882878313	0.468182894	-4.021672595	5.78E-05	0.000151016
C3055781	4.254839175	3.267537365	1.182751002	2.762658715	0.005733268	0.01088336
C3055793	7.733551162	-2.581817645	0.817066867	-3.1598609	0.001578445	0.003312289
C3055855	3132.81485	5.281908745	0.19796789	26.68063363	7.90E-157	1.38E-154
